id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref,spotify_url
sp_0010,Tearin' up My Heart - Radio Edit,*NSYNC,❤️,"[""All You Wanted — Michelle Branch"", ""If You Come Back — Blue"", ""Breathe — Michelle Branch"", ""Tearin' up My Heart - Radio Edit — *NSYNC""]",3,,,,From ''N Sync UK Version' (1997),"[""From album: 'N Sync UK Version"", ""Release year: 1997"", ""Spotify popularity: 68/100""]",Playlist Import,1997,,https://open.spotify.com/track/73q3FpQVXWk5eSUnyo83E4
sp_0011,This I Promise You,*NSYNC,🎵✨,"[""Show Me Your Colours — S Club"", ""Eternal Flame - Single Version — Atomic Kitten"", ""Oops!...I Did It Again — Britney Spears"", ""This I Promise You — *NSYNC""]",3,,,,From 'No Strings Attached' (2000),"[""From album: No Strings Attached"", ""Release year: 2000"", ""Spotify popularity: 68/100""]",Playlist Import,2000,,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
sp_0012,It's Gonna Be Me,*NSYNC,🎵✨🎧,"[""Quit Playing Games (With My Heart) — Backstreet Boys"", ""Tearin' up My Heart - Radio Edit — *NSYNC"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""It's Gonna Be Me — *NSYNC""]",3,,,,From 'No Strings Attached' (2000),"[""From album: No Strings Attached"", ""Release year: 2000"", ""Spotify popularity: 74/100""]",Playlist Import,2000,,https://open.spotify.com/track/2AW37v0bDyuOzGP3XnmFuA
sp_0013,Quit Playing Games (With My Heart),Backstreet Boys,❤️,"[""Quit Playing Games (With My Heart) — Backstreet Boys"", ""This I Promise You — *NSYNC"", ""Everywhere — Michelle Branch"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch""]",0,,,,From 'Backstreet Boys' (1996),"[""From album: Backstreet Boys"", ""Release year: 1996"", ""Spotify popularity: 65/100""]",Playlist Import,1996,,https://open.spotify.com/track/1nRwyxNsqCLeA17qR8Nfxx
sp_0014,I Want It That Way,Backstreet Boys,🎵✨🎧,"[""I Want It That Way — Backstreet Boys"", ""Never Had A Dream Come True — S Club"", ""All You Wanted — Michelle Branch"", ""I Knew I Loved You — Savage Garden""]",0,,,,From 'Millennium' (1999),"[""From album: Millennium"", ""Release year: 1999"", ""Spotify popularity: 85/100""]",Playlist Import,1999,,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
sp_0015,Shape of My Heart,Backstreet Boys,❤️,"[""I Need You — LeAnn Rimes"", ""More Than That — Backstreet Boys"", ""Shape of My Heart — Backstreet Boys"", ""Don't Say You Love Me — M2M""]",2,,,,From 'Black & Blue' (2000),"[""From album: Black & Blue"", ""Release year: 2000"", ""Spotify popularity: 78/100""]",Playlist Import,2000,,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
sp_0016,More Than That,Backstreet Boys,🎵✨🎧,"[""More Than That — Backstreet Boys"", ""It's Gonna Be Me — *NSYNC"", ""What You Do About Me — M2M"", ""Eternal Flame - Single Version — Atomic Kitten""]",0,,,,From 'Black & Blue' (2000),"[""From album: Black & Blue"", ""Release year: 2000"", ""Spotify popularity: 64/100""]",Playlist Import,2000,,https://open.spotify.com/track/4XRUKxDIn28c7uHEzbGFgj
sp_0017,The Call,Backstreet Boys,📞,"[""Quit Playing Games (With My Heart) — Backstreet Boys"", ""Always Come Back To Your Love — Samantha Mumba"", ""The Call — Backstreet Boys"", ""Why Can't I? — Liz Phair""]",2,,,,From 'Black & Blue' (2000),"[""From album: Black & Blue"", ""Release year: 2000"", ""Spotify popularity: 68/100""]",Playlist Import,2000,,https://open.spotify.com/track/1mxTCArq9EhSg4QPGqhjhT
sp_0018,I Knew I Loved You,Savage Garden,🎵✨🎧,"[""More Than That — Backstreet Boys"", ""The Call — Backstreet Boys"", ""(You Drive Me) Crazy — Britney Spears"", ""I Knew I Loved You — Savage Garden""]",3,,,,From 'Affirmation' (1999),"[""From album: Affirmation"", ""Release year: 1999"", ""Spotify popularity: 74/100""]",Playlist Import,1999,,https://open.spotify.com/track/6nozDLxeL0TE4MS9GqYU1v
sp_0019,World of Our Own,Westlife,🎵✨,"[""I Want It That Way — Backstreet Boys"", ""Pop — *NSYNC"", ""World of Our Own — Westlife"", ""When It's Over - Remastered — Sugar Ray""]",2,,,,From 'World of Our Own (Expanded Edition)' (2001),"[""From album: World of Our Own (Expanded Edition)"", ""Release year: 2001"", ""Spotify popularity: 61/100""]",Playlist Import,2001,,https://open.spotify.com/track/4SAHTVRe6EBhgAOWl49yPf
sp_0020,U Make Me Wanna,Blue,🎵✨🎧,"[""U Make Me Wanna — Blue"", ""When It's Over - Remastered — Sugar Ray"", ""What a Girl Wants — Christina Aguilera"", ""True To Your Heart — 98º, Stevie Wonder""]",0,,,,From 'Best Of Blue' (2004),"[""From album: Best Of Blue"", ""Release year: 2004"", ""Spotify popularity: 54/100""]",Playlist Import,2004,,https://open.spotify.com/track/7HErXvltYDqTUVcOCPmfDz
sp_0021,Best In Me,Blue,🎵✨,"[""More Than That — Backstreet Boys"", ""Shape of My Heart — Backstreet Boys"", ""Best In Me — Blue"", ""True To Your Heart — 98º, Stevie Wonder""]",2,,,,From 'All Rise' (2001),"[""From album: All Rise"", ""Release year: 2001"", ""Spotify popularity: 64/100""]",Playlist Import,2001,,https://open.spotify.com/track/0t78xGJe3jXsih4qRMId7I
sp_0022,If You Come Back,Blue,🎵✨,"[""Thinking of You (I Drive Myself Crazy) — *NSYNC"", ""Come on over Baby (All I Want Is You) - Radio Version — Christina Aguilera"", ""If You Come Back — Blue"", ""I Need You — LeAnn Rimes""]",2,,,,From 'All Rise' (2001),"[""From album: All Rise"", ""Release year: 2001"", ""Spotify popularity: 63/100""]",Playlist Import,2001,,https://open.spotify.com/track/6nV2SYnWxCg0Cnmz1GSh2H
sp_0023,The Tide Is High - Radio Mix,Atomic Kitten,🎵✨,"[""Never Had A Dream Come True — S Club"", ""The Tide Is High - Radio Mix — Atomic Kitten"", ""Can't Fight The Moonlight — LeAnn Rimes"", ""Quit Playing Games (With My Heart) — Backstreet Boys""]",1,,,,From 'Feels So Good' (2002),"[""From album: Feels So Good"", ""Release year: 2002"", ""Spotify popularity: 66/100""]",Playlist Import,2002,,https://open.spotify.com/track/1QhSB9L9M5eZQhW4RNOhXK
sp_0024,Eternal Flame - Single Version,Atomic Kitten,🔥,"[""I'm Like A Bird — Nelly Furtado"", ""Eternal Flame - Single Version — Atomic Kitten"", ""Wannabe — Spice Girls"", ""Breathless — The Corrs""]",1,,,,From 'Right Now' (2001),"[""From album: Right Now"", ""Release year: 2001"", ""Spotify popularity: 55/100""]",Playlist Import,2001,,https://open.spotify.com/track/3qzcM6SmbzBnGXSJe6hYdy
sp_0025,Can't Fight The Moonlight,LeAnn Rimes,🎵✨🎧,"[""Can't Fight The Moonlight — LeAnn Rimes"", ""Wannabe — Spice Girls"", ""U Make Me Wanna — Blue"", ""The Tide Is High - Radio Mix — Atomic Kitten""]",0,,,,From 'I Need You' (2001),"[""From album: I Need You"", ""Release year: 2001"", ""Spotify popularity: 71/100""]",Playlist Import,2001,,https://open.spotify.com/track/2AogRMqARWyUP7VQ3gmSoY
sp_0026,I Need You,LeAnn Rimes,🎵✨,"[""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""I Need You — LeAnn Rimes"", ""The Hardest Thing - Original Version — 98º"", ""Why Can't I? — Liz Phair""]",1,,,,From 'I Need You' (2001),"[""From album: I Need You"", ""Release year: 2001"", ""Spotify popularity: 64/100""]",Playlist Import,2001,,https://open.spotify.com/track/046MBhhgQJJghnbgZCkaAR
sp_0027,Breathless,The Corrs,🎵✨,"[""Show Me Your Colours — S Club"", ""Breathless — The Corrs"", ""Never Had A Dream Come True — S Club"", ""The Tide Is High - Radio Mix — Atomic Kitten""]",1,,,,From 'In Blue' (2000),"[""From album: In Blue"", ""Release year: 2000"", ""Spotify popularity: 73/100""]",Playlist Import,2000,,https://open.spotify.com/track/5OQGeJ1ceykovrykZsGhqL
sp_0028,All the Love in the World,The Corrs,❤️,"[""Show Me Your Colours — S Club"", ""All the Love in the World — The Corrs"", ""All or Nothing — O-Town"", ""All You Wanted — Michelle Branch""]",1,,,,From 'In Blue' (2000),"[""From album: In Blue"", ""Release year: 2000"", ""Spotify popularity: 63/100""]",Playlist Import,2000,,https://open.spotify.com/track/1kDWRREI28eCvDpJvSRd9b
sp_0029,Don't Say You Love Me,M2M,❤️,"[""Spice Up Your Life — Spice Girls"", ""All You Wanted — Michelle Branch"", ""Don't Say You Love Me — M2M"", ""What You Do About Me — M2M""]",2,,,,From 'Shades of Purple' (2000),"[""From album: Shades of Purple"", ""Release year: 2000"", ""Spotify popularity: 60/100""]",Playlist Import,2000,,https://open.spotify.com/track/65i1UPsUtPlEVzewEZR6sY
sp_0030,What You Do About Me,M2M,🎵✨,"[""Why Can't I? — Liz Phair"", ""The Call — Backstreet Boys"", ""(You Drive Me) Crazy — Britney Spears"", ""What You Do About Me — M2M""]",3,,,,From 'The Day You Went Away' (2018),"[""From album: The Day You Went Away"", ""Release year: 2018"", ""Spotify popularity: 14/100""]",Playlist Import,2018,,https://open.spotify.com/track/1wvwBvwyZDPOd1AGuh2BY8
sp_0031,All or Nothing,O-Town,🎵✨🎧,"[""Shape of My Heart — Backstreet Boys"", ""More Than That — Backstreet Boys"", ""All or Nothing — O-Town"", ""This I Promise You — *NSYNC""]",2,,,,From 'O-Town' (2001),"[""From album: O-Town"", ""Release year: 2001"", ""Spotify popularity: 53/100""]",Playlist Import,2001,,https://open.spotify.com/track/1TBIHWmr1r34J2s0eSfA7U
sp_0032,When It's Over - Remastered,Sugar Ray,🎵✨🎧,"[""Pop — *NSYNC"", ""I Need You — LeAnn Rimes"", ""When It's Over - Remastered — Sugar Ray"", ""Breathe — Michelle Branch""]",2,,,,From 'The Best Of Sugar Ray' (2005),"[""From album: The Best Of Sugar Ray"", ""Release year: 2005"", ""Spotify popularity: 52/100""]",Playlist Import,2005,,https://open.spotify.com/track/3eWxADd1CLwJVhyPzrCpl8
sp_0033,Why Can't I?,Liz Phair,🎵✨🎧,"[""Thinking of You (I Drive Myself Crazy) — *NSYNC"", ""Why Can't I? — Liz Phair"", ""Breathless — The Corrs"", ""Sometimes — Britney Spears""]",1,,,,From 'Liz Phair' (2003),"[""From album: Liz Phair"", ""Release year: 2003"", ""Spotify popularity: 59/100""]",Playlist Import,2003,,https://open.spotify.com/track/4z4PB23xYTg1oANmyZovsw
sp_0034,The Hardest Thing - Original Version,98º,🎵✨,"[""The Tide Is High - Radio Mix — Atomic Kitten"", ""Breathless — The Corrs"", ""The Hardest Thing - Original Version — 98º"", ""Genie In a Bottle — Christina Aguilera""]",2,,,,From '98 Degrees And Rising' (1998),"[""From album: 98 Degrees And Rising"", ""Release year: 1998"", ""Spotify popularity: 56/100""]",Playlist Import,1998,,https://open.spotify.com/track/6PuaQbH3oPmj9XojS0SRaO
sp_0035,I'm Like A Bird,Nelly Furtado,🎵✨,"[""I'm Like A Bird — Nelly Furtado"", ""(You Drive Me) Crazy — Britney Spears"", ""What You Do About Me — M2M"", ""Sometimes — Britney Spears""]",0,,,,"From 'Whoa, Nelly! (Expanded Edition)' (2000)","[""From album: Whoa, Nelly! (Expanded Edition)"", ""Release year: 2000"", ""Spotify popularity: 76/100""]",Playlist Import,2000,,https://open.spotify.com/track/2aGw77pZqli064JiPuXYRi
sp_0036,Everywhere,Michelle Branch,🎵✨🎧,"[""If You Come Back — Blue"", ""Come on over Baby (All I Want Is You) - Radio Version — Christina Aguilera"", ""Everywhere — Michelle Branch"", ""Can't Fight The Moonlight — LeAnn Rimes""]",2,,,,From 'The Spirit Room' (2001),"[""From album: The Spirit Room"", ""Release year: 2001"", ""Spotify popularity: 69/100""]",Playlist Import,2001,,https://open.spotify.com/track/1u0l8zWpQeMYStFkc2mLD7
sp_0037,All You Wanted,Michelle Branch,🎵✨,"[""True To Your Heart — 98º, Stevie Wonder"", ""All You Wanted — Michelle Branch"", ""Spice Up Your Life — Spice Girls"", ""Shape of My Heart — Backstreet Boys""]",1,,,,From 'The Spirit Room' (2001),"[""From album: The Spirit Room"", ""Release year: 2001"", ""Spotify popularity: 65/100""]",Playlist Import,2001,,https://open.spotify.com/track/0kr6d8wHDQPlzuET33NVn6
sp_0038,Breathe,Michelle Branch,🎵✨🎧,"[""Breathe — Michelle Branch"", ""Pop — *NSYNC"", ""All You Wanted — Michelle Branch"", ""When It's Over - Remastered — Sugar Ray""]",0,,,,From 'Hotel Paper' (2003),"[""From album: Hotel Paper"", ""Release year: 2003"", ""Spotify popularity: 60/100""]",Playlist Import,2003,,https://open.spotify.com/track/635mzxhITS1xY3AVSLKgyD
sp_0039,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,"Santana, Michelle Branch",❤️,"[""...Baby One More Time — Britney Spears"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""I'm Like A Bird — Nelly Furtado"", ""Breathe — Michelle Branch""]",1,,,,From 'Shaman' (2002),"[""From album: Shaman"", ""Release year: 2002"", ""Spotify popularity: 66/100""]",Playlist Import,2002,,https://open.spotify.com/track/41IShViF79gmulEkIHAjcb
sp_0040,Always Come Back To Your Love,Samantha Mumba,❤️,"[""Can't Fight The Moonlight — LeAnn Rimes"", ""Shape of My Heart — Backstreet Boys"", ""The Tide Is High - Radio Mix — Atomic Kitten"", ""Always Come Back To Your Love — Samantha Mumba""]",3,,,,From 'The Collection' (2006),"[""From album: The Collection"", ""Release year: 2006"", ""Spotify popularity: 50/100""]",Playlist Import,2006,,https://open.spotify.com/track/5EVXjGtSm65oYpRQpwPjm0
sp_0041,Never Had A Dream Come True,S Club,🎵✨🎧,"[""Wannabe — Spice Girls"", ""True To Your Heart — 98º, Stevie Wonder"", ""Never Had A Dream Come True — S Club"", ""All the Love in the World — The Corrs""]",2,,,,"From '""7""' (2000)","[""From album: \""7\"""", ""Release year: 2000"", ""Spotify popularity: 65/100""]",Playlist Import,2000,,https://open.spotify.com/track/0fIG0HBRIjLRNDHAogtwSB
sp_0042,Show Me Your Colours,S Club,🎵✨🎧,"[""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""Bye Bye Bye — *NSYNC"", ""Wannabe — Spice Girls"", ""Show Me Your Colours — S Club""]",3,,,,From 'Sunshine' (2001),"[""From album: Sunshine"", ""Release year: 2001"", ""Spotify popularity: 32/100""]",Playlist Import,2001,,https://open.spotify.com/track/2n5ICBmtf74Gx7uRyL6WOb
sp_0043,Pop,*NSYNC,🎵✨,"[""Always Come Back To Your Love — Samantha Mumba"", ""Pop — *NSYNC"", ""Why Can't I? — Liz Phair"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch""]",1,,,,From 'Celebrity' (2001),"[""From album: Celebrity"", ""Release year: 2001"", ""Spotify popularity: 60/100""]",Playlist Import,2001,,https://open.spotify.com/track/0Jc8qF1mUPo1A96HE9QxZz
sp_0044,Thinking of You (I Drive Myself Crazy),*NSYNC,🚗,"[""When It's Over - Remastered — Sugar Ray"", ""More Than That — Backstreet Boys"", ""If You Come Back — Blue"", ""Thinking of You (I Drive Myself Crazy) — *NSYNC""]",3,,,,From ''N Sync' (1997),"[""From album: 'N Sync"", ""Release year: 1997"", ""Spotify popularity: 44/100""]",Playlist Import,1997,,https://open.spotify.com/track/2lFmoFR906U2ztvMMuJ0ep
sp_0045,True To Your Heart,"98º, Stevie Wonder",❤️,"[""The Tide Is High - Radio Mix — Atomic Kitten"", ""Quit Playing Games (With My Heart) — Backstreet Boys"", ""True To Your Heart — 98º, Stevie Wonder"", ""Shape of My Heart — Backstreet Boys""]",2,,,,From 'Mulan (Original Soundtrack)' (1998),"[""From album: Mulan (Original Soundtrack)"", ""Release year: 1998"", ""Spotify popularity: 47/100""]",Playlist Import,1998,,https://open.spotify.com/track/2MkfKcX0Q3xquEjcKqRyDK
