id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref
sp_0016,More Than That,Backstreet Boys,🎵✨,"[""Bye Bye Bye — *NSYNC"", ""More Than That — Backstreet Boys"", ""Eternal Flame - Single Version — Atomic Kitten"", ""Genie In a Bottle — Christina Aguilera""]",1,,,,From 'Black & Blue' (2000),"[""From album: Black & Blue"", ""Release year: 2000"", ""Spotify popularity: 64/100""]",Playlist Import,2000,
sp_0017,The Call,Backstreet Boys,📞,"[""Wannabe — Spice Girls"", ""All You Wanted — Michelle Branch"", ""The Call — Backstreet Boys"", ""Come on over Baby (All I Want Is You) - Radio Version — Christina Aguilera""]",2,,,,From 'Black & Blue' (2000),"[""From album: Black & Blue"", ""Release year: 2000"", ""Spotify popularity: 68/100""]",Playlist Import,2000,
sp_0018,I Knew I Loved You,Savage Garden,🎵✨,"[""Best In Me — Blue"", ""I Knew I Loved You — Savage Garden"", ""Come on over Baby (All I Want Is You) - Radio Version — Christina Aguilera"", ""Quit Playing Games (With My Heart) — Backstreet Boys""]",1,,,,From 'Affirmation' (1999),"[""From album: Affirmation"", ""Release year: 1999"", ""Spotify popularity: 74/100""]",Playlist Import,1999,
sp_0019,World of Our Own,Westlife,🎵✨,"[""World of Our Own — Westlife"", ""I Knew I Loved You — Savage Garden"", ""The Tide Is High - Radio Mix — Atomic Kitten"", ""Show Me Your Colours — S Club""]",0,,,,From 'World of Our Own (Expanded Edition)' (2001),"[""From album: World of Our Own (Expanded Edition)"", ""Release year: 2001"", ""Spotify popularity: 61/100""]",Playlist Import,2001,
sp_0020,U Make Me Wanna,Blue,🎵✨,"[""U Make Me Wanna — Blue"", ""All or Nothing — O-Town"", ""Oops!...I Did It Again — Britney Spears"", ""What a Girl Wants — Christina Aguilera""]",0,,,,From 'Best Of Blue' (2004),"[""From album: Best Of Blue"", ""Release year: 2004"", ""Spotify popularity: 54/100""]",Playlist Import,2004,
sp_0021,Best In Me,Blue,🎵✨,"[""Genie In a Bottle — Christina Aguilera"", ""Best In Me — Blue"", ""Quit Playing Games (With My Heart) — Backstreet Boys"", ""Show Me Your Colours — S Club""]",1,,,,From 'All Rise' (2001),"[""From album: All Rise"", ""Release year: 2001"", ""Spotify popularity: 64/100""]",Playlist Import,2001,
sp_0022,If You Come Back,Blue,🎵✨,"[""If You Come Back — Blue"", ""Pop — *NSYNC"", ""I Want It That Way — Backstreet Boys"", ""All You Wanted — Michelle Branch""]",0,,,,From 'All Rise' (2001),"[""From album: All Rise"", ""Release year: 2001"", ""Spotify popularity: 63/100""]",Playlist Import,2001,
sp_0023,The Tide Is High - Radio Mix,Atomic Kitten,🎵✨🎧,"[""The Tide Is High - Radio Mix — Atomic Kitten"", ""I'm Like A Bird — Nelly Furtado"", ""Always Come Back To Your Love — Samantha Mumba"", ""Everywhere — Michelle Branch""]",0,,,,From 'Feels So Good' (2002),"[""From album: Feels So Good"", ""Release year: 2002"", ""Spotify popularity: 66/100""]",Playlist Import,2002,
sp_0024,Eternal Flame - Single Version,Atomic Kitten,🔥,"[""World of Our Own — Westlife"", ""Eternal Flame - Single Version — Atomic Kitten"", ""Shape of My Heart — Backstreet Boys"", ""Bye Bye Bye — *NSYNC""]",1,,,,From 'Right Now' (2001),"[""From album: Right Now"", ""Release year: 2001"", ""Spotify popularity: 55/100""]",Playlist Import,2001,
sp_0025,Can't Fight The Moonlight,LeAnn Rimes,🎵✨🎧,"[""True To Your Heart — 98º, Stevie Wonder"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""Can't Fight The Moonlight — LeAnn Rimes"", ""What You Do About Me — M2M""]",2,,,,From 'I Need You' (2001),"[""From album: I Need You"", ""Release year: 2001"", ""Spotify popularity: 71/100""]",Playlist Import,2001,
sp_0026,I Need You,LeAnn Rimes,🎵✨🎧,"[""All You Wanted — Michelle Branch"", ""When It's Over - Remastered — Sugar Ray"", ""I'm Like A Bird — Nelly Furtado"", ""I Need You — LeAnn Rimes""]",3,,,,From 'I Need You' (2001),"[""From album: I Need You"", ""Release year: 2001"", ""Spotify popularity: 64/100""]",Playlist Import,2001,
sp_0027,Breathless,The Corrs,🎵✨,"[""...Baby One More Time — Britney Spears"", ""Breathless — The Corrs"", ""Oops!...I Did It Again — Britney Spears"", ""It's Gonna Be Me — *NSYNC""]",1,,,,From 'In Blue' (2000),"[""From album: In Blue"", ""Release year: 2000"", ""Spotify popularity: 73/100""]",Playlist Import,2000,
sp_0028,All the Love in the World,The Corrs,❤️,"[""All the Love in the World — The Corrs"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""True To Your Heart — 98º, Stevie Wonder"", ""What a Girl Wants — Christina Aguilera""]",0,,,,From 'In Blue' (2000),"[""From album: In Blue"", ""Release year: 2000"", ""Spotify popularity: 63/100""]",Playlist Import,2000,
sp_0029,Don't Say You Love Me,M2M,❤️,"[""True To Your Heart — 98º, Stevie Wonder"", ""All the Love in the World — The Corrs"", ""Don't Say You Love Me — M2M"", ""Eternal Flame - Single Version — Atomic Kitten""]",2,,,,From 'Shades of Purple' (2000),"[""From album: Shades of Purple"", ""Release year: 2000"", ""Spotify popularity: 60/100""]",Playlist Import,2000,
sp_0030,What You Do About Me,M2M,🎵✨,"[""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""Thinking of You (I Drive Myself Crazy) — *NSYNC"", ""What a Girl Wants — Christina Aguilera"", ""What You Do About Me — M2M""]",3,,,,From 'The Day You Went Away' (2018),"[""From album: The Day You Went Away"", ""Release year: 2018"", ""Spotify popularity: 14/100""]",Playlist Import,2018,
sp_0031,All or Nothing,O-Town,🎵✨🎧,"[""Sometimes — Britney Spears"", ""All or Nothing — O-Town"", ""World of Our Own — Westlife"", ""Shape of My Heart — Backstreet Boys""]",1,,,,From 'O-Town' (2001),"[""From album: O-Town"", ""Release year: 2001"", ""Spotify popularity: 53/100""]",Playlist Import,2001,
sp_0032,When It's Over - Remastered,Sugar Ray,🎵✨,"[""When It's Over - Remastered — Sugar Ray"", ""Quit Playing Games (With My Heart) — Backstreet Boys"", ""Come on over Baby (All I Want Is You) - Radio Version — Christina Aguilera"", ""Oops!...I Did It Again — Britney Spears""]",0,,,,From 'The Best Of Sugar Ray' (2005),"[""From album: The Best Of Sugar Ray"", ""Release year: 2005"", ""Spotify popularity: 52/100""]",Playlist Import,2005,
sp_0033,Why Can't I?,Liz Phair,🎵✨🎧,"[""All or Nothing — O-Town"", ""Bye Bye Bye — *NSYNC"", ""Why Can't I? — Liz Phair"", ""I Want It That Way — Backstreet Boys""]",2,,,,From 'Liz Phair' (2003),"[""From album: Liz Phair"", ""Release year: 2003"", ""Spotify popularity: 59/100""]",Playlist Import,2003,
sp_0034,The Hardest Thing - Original Version,98º,🎵✨🎧,"[""Show Me Your Colours — S Club"", ""Everywhere — Michelle Branch"", ""The Hardest Thing - Original Version — 98º"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch""]",2,,,,From '98 Degrees And Rising' (1998),"[""From album: 98 Degrees And Rising"", ""Release year: 1998"", ""Spotify popularity: 56/100""]",Playlist Import,1998,
sp_0035,I'm Like A Bird,Nelly Furtado,🎵✨🎧,"[""I'm Like A Bird — Nelly Furtado"", ""I Want It That Way — Backstreet Boys"", ""U Make Me Wanna — Blue"", ""I Knew I Loved You — Savage Garden""]",0,,,,"From 'Whoa, Nelly! (Expanded Edition)' (2000)","[""From album: Whoa, Nelly! (Expanded Edition)"", ""Release year: 2000"", ""Spotify popularity: 76/100""]",Playlist Import,2000,
sp_0036,Everywhere,Michelle Branch,🎵✨🎧,"[""Oops!...I Did It Again — Britney Spears"", ""Everywhere — Michelle Branch"", ""The Call — Backstreet Boys"", ""What You Do About Me — M2M""]",1,,,,From 'The Spirit Room' (2001),"[""From album: The Spirit Room"", ""Release year: 2001"", ""Spotify popularity: 69/100""]",Playlist Import,2001,
sp_0037,All You Wanted,Michelle Branch,🎵✨🎧,"[""Can't Fight The Moonlight — LeAnn Rimes"", ""All You Wanted — Michelle Branch"", ""True To Your Heart — 98º, Stevie Wonder"", ""Never Had A Dream Come True — S Club""]",1,,,,From 'The Spirit Room' (2001),"[""From album: The Spirit Room"", ""Release year: 2001"", ""Spotify popularity: 65/100""]",Playlist Import,2001,
sp_0038,Breathe,Michelle Branch,🎵✨🎧,"[""Breathe — Michelle Branch"", ""World of Our Own — Westlife"", ""U Make Me Wanna — Blue"", ""Can't Fight The Moonlight — LeAnn Rimes""]",0,,,,From 'Hotel Paper' (2003),"[""From album: Hotel Paper"", ""Release year: 2003"", ""Spotify popularity: 60/100""]",Playlist Import,2003,
sp_0039,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,"Santana, Michelle Branch",❤️,"[""Why Can't I? — Liz Phair"", ""The Game of Love (feat. Michelle Branch) - Main / Radio Mix — Santana, Michelle Branch"", ""Always Come Back To Your Love — Samantha Mumba"", ""The Tide Is High - Radio Mix — Atomic Kitten""]",1,,,,From 'Shaman' (2002),"[""From album: Shaman"", ""Release year: 2002"", ""Spotify popularity: 66/100""]",Playlist Import,2002,
sp_0040,Always Come Back To Your Love,Samantha Mumba,❤️,"[""Best In Me — Blue"", ""(You Drive Me) Crazy — Britney Spears"", ""Always Come Back To Your Love — Samantha Mumba"", ""The Call — Backstreet Boys""]",2,,,,From 'The Collection' (2006),"[""From album: The Collection"", ""Release year: 2006"", ""Spotify popularity: 50/100""]",Playlist Import,2006,
sp_0041,Never Had A Dream Come True,S Club,🎵✨,"[""All You Wanted — Michelle Branch"", ""...Baby One More Time — Britney Spears"", ""If You Come Back — Blue"", ""Never Had A Dream Come True — S Club""]",3,,,,"From '""7""' (2000)","[""From album: \""7\"""", ""Release year: 2000"", ""Spotify popularity: 65/100""]",Playlist Import,2000,
sp_0042,Show Me Your Colours,S Club,🎵✨,"[""Pop — *NSYNC"", ""Show Me Your Colours — S Club"", ""I Need You — LeAnn Rimes"", ""Eternal Flame - Single Version — Atomic Kitten""]",1,,,,From 'Sunshine' (2001),"[""From album: Sunshine"", ""Release year: 2001"", ""Spotify popularity: 32/100""]",Playlist Import,2001,
sp_0043,Pop,*NSYNC,🎵✨🎧,"[""I Want It That Way — Backstreet Boys"", ""Pop — *NSYNC"", ""More Than That — Backstreet Boys"", ""True To Your Heart — 98º, Stevie Wonder""]",1,,,,From 'Celebrity' (2001),"[""From album: Celebrity"", ""Release year: 2001"", ""Spotify popularity: 60/100""]",Playlist Import,2001,
sp_0044,Thinking of You (I Drive Myself Crazy),*NSYNC,🚗,"[""This I Promise You — *NSYNC"", ""Spice Up Your Life — Spice Girls"", ""The Hardest Thing - Original Version — 98º"", ""Thinking of You (I Drive Myself Crazy) — *NSYNC""]",3,,,,From ''N Sync' (1997),"[""From album: 'N Sync"", ""Release year: 1997"", ""Spotify popularity: 44/100""]",Playlist Import,1997,
sp_0045,True To Your Heart,"98º, Stevie Wonder",❤️,"[""Wannabe — Spice Girls"", ""This I Promise You — *NSYNC"", ""Shape of My Heart — Backstreet Boys"", ""True To Your Heart — 98º, Stevie Wonder""]",3,,,,From 'Mulan (Original Soundtrack)' (1998),"[""From album: Mulan (Original Soundtrack)"", ""Release year: 1998"", ""Spotify popularity: 47/100""]",Playlist Import,1998,
